"name","url","park","park_url","opened","type","height","length","inversions","speed","duration","longitude","latitude","country"
"Kumba","http://www.rcdb.com/./1559.htm","Superland","http://www.rcdb.com/./5105.htm","2001","Inverted","109","2260","5","49.7","96","31.978622","34.744134","Israel"
"Kumdori Coaster","http://www.rcdb.com/./1397.htm","Kumdori Land","http://www.rcdb.com/./5037.htm","1993","Sit Down","27","679","0","21.7","44","0","0",""
"Kvasten","http://www.rcdb.com/./3702.htm","Gröna Lund","http://www.rcdb.com/./4910.htm","2007","Inverted","65","1312","0","34.2","63","59.323042","18.096178","Sweden"
"Laser Blaster","http://www.rcdb.com/./3908.htm","Window on China Theme Park","http://www.rcdb.com/./6159.htm","1993","Sit Down","0","1122","0","0","0","24.836342","121.178899","Taiwan"
"Lethal Weapon - The Ride","http://www.rcdb.com/./1122.htm","Warner Bros. Movie World","http://www.rcdb.com/./4934.htm","1995","Inverted","109","2510","5","49.7","102","-27.908014","153.311453","Australia"
"Limit","http://www.rcdb.com/./987.htm","Heide-Park Soltau","http://www.rcdb.com/./4874.htm","1999","Inverted","109","2260","5","49.7","96","53.024283","9.878941","Germany"
"Little Rattler","http://www.rcdb.com/./1418.htm","Leofoo Village Theme Park","http://www.rcdb.com/./5045.htm","1993","Sit Down","42","1099","0","28.5","66","0","0","Taiwan"
"Londonderry Express","http://www.rcdb.com/./2215.htm","Lotte World","http://www.rcdb.com/./5016.htm","1988","Sit Down","0","0","0","0","0","0","0","South Korea"
"Loopen","http://www.rcdb.com/./1043.htm","TusenFryd","http://www.rcdb.com/./4901.htm","1988","Sit Down","0","0","2","0","0","59.748310","10.777652","Norway"
"Loup-Garou","http://www.rcdb.com/./1029.htm","Walibi Belgium","http://www.rcdb.com/./4847.htm","2001","Sit Down","91","3395","0","49.7","125","50.699692","4.591384","Belgium"
"Magic Mountain","http://www.rcdb.com/./962.htm","Gardaland","http://www.rcdb.com/./4866.htm","1985","Sit Down","98","2296","4","43.5","120","45.456631","10.711766","Italy"
"Mammut","http://www.rcdb.com/./3689.htm","Gardaland","http://www.rcdb.com/./4866.htm","2008","Sit Down","45","3379","0","31.1","0","45.456631","10.711766","Italy"
"Maximus","http://www.rcdb.com/./865.htm","Crealy Devon's Great Adventure Park","http://www.rcdb.com/./4822.htm","2000","Sit Down","27","679","0","21.7","44","50.704155","-3.416346","UK"
"Mayan Adventure","http://www.rcdb.com/./1231.htm","Formosan Aboriginal Culture Village","http://www.rcdb.com/./4973.htm","1997","Inverted","109","2260","5","49.7","96","23.867610","120.947900","Taiwan"
"Mayan Mindbender","http://www.rcdb.com/./48.htm","Six Flags AstroWorld","http://www.rcdb.com/./4537.htm","1995","Sit Down","27","1148","0","0","0","29.675574","-95.407033","USA"
"Megablitz","http://www.rcdb.com/./1094.htm","Wiener Prater","http://www.rcdb.com/./4926.htm","1994","Sit Down","62","1804","0","43.5","90","48.215960","16.399927","Austria"
"Mega Looping Bahn","http://www.rcdb.com/./991.htm","Spreepark","http://www.rcdb.com/./4875.htm","-","Sit Down","98","0","4","40.4","0","52.486112","13.488089","Germany"
"Merlin's Revenge","http://www.rcdb.com/./1032.htm","Castle Amusement Park","http://www.rcdb.com/./4662.htm","2001","Sit Down","27","679","0","21.7","44","33.903036","-117.467387","USA"
"Millennium Roller Coaster","http://www.rcdb.com/./843.htm","Fantasy Island","http://www.rcdb.com/./4812.htm","1999","Sit Down","150","0","3","55.9","0","53.192124","0.348547","UK"
"Mind Eraser","http://www.rcdb.com/./149.htm","Six Flags America","http://www.rcdb.com/./4558.htm","1995","Inverted","109","2260","5","49.7","96","38.908403","-76.774392","USA"
"Mind Eraser","http://www.rcdb.com/./422.htm","Elitch Gardens","http://www.rcdb.com/./4574.htm","1997","Inverted","109","2260","5","49.7","96","39.749147","-105.012485","USA"
"Mind Eraser","http://www.rcdb.com/./429.htm","Six Flags New England","http://www.rcdb.com/./4565.htm","1997","Inverted","109","2260","5","49.7","96","42.038401","-72.613535","USA"
"Mind Eraser","http://www.rcdb.com/./430.htm","Darien Lake","http://www.rcdb.com/./4581.htm","1997","Inverted","109","2260","5","49.7","85","42.929440","-78.384880","USA"
"Mine Coaster","http://www.rcdb.com/./1682.htm","Happy Valley","http://www.rcdb.com/./5166.htm","2002","Sit Down","45","2575","0","30.1","140","22.546603","113.975510","Shenzhen Metro (深圳地铁)"
"Mine Express","http://www.rcdb.com/./1358.htm","Discovery World","http://www.rcdb.com/./5026.htm","2001","Sit Down","42","1099","0","28.5","66","24.322355","120.694175","Taiwan"
"Mine Expressen","http://www.rcdb.com/./1057.htm","Fårup Sommerland","http://www.rcdb.com/./4908.htm","1992","Sit Down","42","1099","0","28.5","66","57.270134","9.652348","Denmark"
"Mine Train","http://www.rcdb.com/./1031.htm","Attractiepark Slagharen","http://www.rcdb.com/./4842.htm","2001","Sit Down","42","1099","0","28.5","62","52.622533","6.563795","Netherlands"
"Mini Mine Train","http://www.rcdb.com/./859.htm","Pleasure Island Family Theme Park","http://www.rcdb.com/./4820.htm","1993","Sit Down","27","679","0","21.7","44","53.539759","-0.005118","UK"
"Mini Mine Train","http://www.rcdb.com/./3944.htm","Window on China Theme Park","http://www.rcdb.com/./6159.htm","1993","Sit Down","0","278","0","0","0","24.836342","121.178899","Taiwan"
"Miralooping","http://www.rcdb.com/./1118.htm","Mirapolis","http://www.rcdb.com/./4933.htm","1988","Sit Down","98","0","4","40.4","0","0","0","France"
"Missile","http://www.rcdb.com/./807.htm","American Adventure Theme Park","http://www.rcdb.com/./4800.htm","1989","Sit Down","116","935","3","47","108","52.993349","-1.338465","UK"
"Montaña Rusa","http://www.rcdb.com/./1650.htm","Diverland","http://www.rcdb.com/./5152.htm","1983","Sit Down","0","0","4","0","0","0","0",""
"Montanha Espacial","http://www.rcdb.com/./1163.htm","Tivoli Park","http://www.rcdb.com/./4955.htm","1983","Sit Down","64","1148","2","37.3","0","-22.973201","-43.216857",""
"Montanha Espacial","http://www.rcdb.com/./1316.htm","Luna Park","http://www.rcdb.com/./5006.htm","-","Sit Down","64","1148","2","37.3","0","-22.761629","-43.419347","Brazil"
"Montanha Russa","http://www.rcdb.com/./1161.htm","Fantasy Place","http://www.rcdb.com/./4953.htm","1995","Sit Down","0","0","0","0","0","0","0",""
"Montanha Russa","http://www.rcdb.com/./2509.htm","Neo Geo World","http://www.rcdb.com/./5488.htm","2003 or earlier","Sit Down","0","0","0","0","0","-23.488636","-46.548836",""
"Montanha Russa","http://www.rcdb.com/./2540.htm","Funcenter","http://www.rcdb.com/./5499.htm","1997","Sit Down","0","0","0","0","0","38.754662","-9.190106","Centro Colombo"
"Motorbike Launch Coaster","http://www.rcdb.com/./3418.htm","Chimelong Paradise","http://www.rcdb.com/./5904.htm","2006","Sit Down","0","1935","0","49.7","0","23.002081","113.325562","China"
"Mountain Peak","http://www.rcdb.com/./9564.htm","Jin Jiang Action Park","http://www.rcdb.com/./5052.htm","2011","Inverted","191","1204","3","65.6","92","31.141260","121.403900","China"
"MP-Xpress","http://www.rcdb.com/./969.htm","Movie Park Germany","http://www.rcdb.com/./4869.htm","2001","Inverted","109","2260","5","49.7","96","51.622113","6.974398","Germany"
"Muntanya Russa","http://www.rcdb.com/./3596.htm","Tibidabo","http://www.rcdb.com/./5114.htm","2008","Sit Down","82","2427","0","49.7","0","41.422200","2.118890","Spain"
"Navel Coaster","http://www.rcdb.com/./3012.htm","Shibukawa Skyland","http://www.rcdb.com/./5704.htm","1998","Sit Down","27","679","0","21.7","44","36.505462","138.962395","Japan"
"Nighthawk","http://www.rcdb.com/./2514.htm","Carowinds","http://www.rcdb.com/./4542.htm","2004","Flying","115","2766","5","51","110","35.102799","-80.941408",""
"Nightmare","http://www.rcdb.com/./47.htm","Boblo Island","http://www.rcdb.com/./4715.htm","1988","Sit Down","27","1148","0","0","0","42.094320","-83.121404","Canada"
"Ninja","http://www.rcdb.com/./40.htm","Six Flags Over Georgia","http://www.rcdb.com/./4535.htm","1992","Sit Down","122","2742","5","52","80","33.768915","-84.549977","USA"
"Ninja","http://www.rcdb.com/./124.htm","Six Flags St. Louis","http://www.rcdb.com/./4536.htm","1989","Sit Down","108","2430","4","54.7","120","38.514923","-90.675348","USA"
"Nio","http://www.rcdb.com/./1211.htm","Mitsui Greenland","http://www.rcdb.com/./4967.htm","1997","Inverted","109","2260","5","49.7","90","32.988850","130.464900","Japan"
"Oki Doki","http://www.rcdb.com/./2228.htm","Bobbejaanland","http://www.rcdb.com/./4846.htm","2004","Sit Down","53","1430","0","36","62","51.200565","4.907928","Belgium"
"Olandese Volante","http://www.rcdb.com/./4349.htm","Rainbow MagicLand","http://www.rcdb.com/./5627.htm","2011","Sit Down","0","2234","0","0","0","41.764850","12.959864","Italy"
"Pinestar","http://www.rcdb.com/./1737.htm","Porto Europa","http://www.rcdb.com/./5191.htm","1998","Sit Down","27","679","0","21.7","0","34.153020","135.178190",""
"Pusing Lagi","http://www.rcdb.com/./1351.htm","Jerudong Park","http://www.rcdb.com/./5023.htm","1997","Inverted","101","2582","5","44.7","110","0","0","Brunei"
"Python","http://www.rcdb.com/./897.htm","Efteling","http://www.rcdb.com/./4839.htm","1981","Sit Down","95","2460","4","46.6","128","51.650061","5.049784","Netherlands"
"Ragin' Cajun","http://www.rcdb.com/./569.htm","Dixie Landin' Family Theme Park","http://www.rcdb.com/./4738.htm","2001","Sit Down","85","935","3","47","108","30.345569","-91.026245","USA"
"Rakevet Harim Hadasha","http://www.rcdb.com/./9027.htm","Luna Park Tel Aviv","http://www.rcdb.com/./5107.htm","2010","Sit Down","0","0","0","0","0","32.106625","34.811532","Israel"
"Raptor","http://www.rcdb.com/./4154.htm","Fantasilandia","http://www.rcdb.com/./4949.htm","2008","Inverted","109","2260","5","49.7","96","-33.459587","-70.662566","Chile"
"Rasender Roland","http://www.rcdb.com/./983.htm","Hansa Park","http://www.rcdb.com/./4873.htm","1993","Sit Down","52","1712","0","31.1","70","54.075178","10.779476","Germany"
"Rhino Coaster","http://www.rcdb.com/./837.htm","West Midland Safari Park","http://www.rcdb.com/./4809.htm","1992","Sit Down","42","1099","0","28.5","66","52.378448","-2.292924","UK"
"Rhythmical Coaster","http://www.rcdb.com/./1275.htm","Harmonyland","http://www.rcdb.com/./4991.htm","1997","Sit Down","0","0","0","0","94","33.400066","131.547423","Japan"
"Rioolrat","http://www.rcdb.com/./904.htm","Avonturenpark Hellendoorn","http://www.rcdb.com/./4841.htm","1996","Sit Down","0","1000","0","28","98","52.389771","6.435800","Netherlands"
"Road Runner Express","http://www.rcdb.com/./4346.htm","Six Flags Magic Mountain","http://www.rcdb.com/./4532.htm","2011","Sit Down","27","679","0","21.7","44","34.424243","-118.597906","USA"
"Road Runner Rollercoaster","http://www.rcdb.com/./1121.htm","Warner Bros. Movie World","http://www.rcdb.com/./4934.htm","2000","Sit Down","42","1099","0","28.5","66","-27.908014","153.311453","Australia"
"Road Runner's Express","http://www.rcdb.com/./591.htm","Six Flags New Orleans","http://www.rcdb.com/./4747.htm","2000","Sit Down","27","679","0","21.7","44","30.052511","-89.935523","USA"
"Robin Hood","http://www.rcdb.com/./771.htm","Walibi Holland","http://www.rcdb.com/./4794.htm","2000","Sit Down","105","3395","0","49.7","145","52.440316","5.762501","Netherlands"
"Rock 'n' Roller Coaster","http://www.rcdb.com/./560.htm","Walt Disney World - Disney's Hollywood Studios","http://www.rcdb.com/./4735.htm","1999","Sit Down","80","3403","3","57","82","28.356737","-81.561599","USA"
"Rock 'n' Roller Coaster","http://www.rcdb.com/./1444.htm","Disneyland Paris - Walt Disney Studios Park","http://www.rcdb.com/./5054.htm","2002","Sit Down","80","3403","3","57","70","0","0","France"
"Roller Coaster","http://www.rcdb.com/./1348.htm","Dream Park","http://www.rcdb.com/./5021.htm","1999","Inverted","109","2510","5","49.7","102","29.967343","31.059262","Egypt"
"Roller Coaster","http://www.rcdb.com/./1573.htm","Time Zone","http://www.rcdb.com/./5111.htm","1995","Sit Down","0","1181","0","0","0","-6.226958","106.606999",""
"Roller Coaster","http://www.rcdb.com/./1772.htm","Chariots Entertainment Centre","http://www.rcdb.com/./4620.htm","2001","Sit Down","0","810","0","0","95","-26.146838","28.221248",""
"Roller Coaster","http://www.rcdb.com/./2611.htm","Amazing World","http://www.rcdb.com/./5534.htm","2005","Sit Down","0","1814","0","0","0","23.037501","113.721156",""
"Roller Skater","http://www.rcdb.com/./172.htm","Kentucky Kingdom","http://www.rcdb.com/./4563.htm","1994","Sit Down","27","679","0","21.7","50","38.195000","-85.747583","USA"
"Roller Skater","http://www.rcdb.com/./359.htm","Six Flags Mexico","http://www.rcdb.com/./4629.htm","1993","Sit Down","27","679","0","21.7","44","0","0","Mexico"
"Roller Skater","http://www.rcdb.com/./1229.htm","Enchanted Kingdom","http://www.rcdb.com/./4971.htm","1995","Sit Down","27","679","0","21.7","44","0","0","Philippines"
"Roller Skater","http://www.rcdb.com/./1647.htm","Kijima Kogen","http://www.rcdb.com/./4983.htm","2000","Sit Down","27","679","0","21.7","50","33.264886","131.426665","Japan"
"Rollerskater","http://www.rcdb.com/./997.htm","Plopsaland De Panne","http://www.rcdb.com/./4850.htm","1990","Sit Down","42","1099","0","28.5","66","51.080631","2.597623","Belgium"
"Screamer","http://www.rcdb.com/./318.htm","Boblo Island","http://www.rcdb.com/./4715.htm","1985","Sit Down","75","2400","2","40","0","42.094320","-83.121404","Canada"
"Scream Machine","http://www.rcdb.com/./2934.htm","Expo '86","http://www.rcdb.com/./5674.htm","1986","Sit Down","108","2430","4","54.7","120","49.274831","-123.110279","Canada"
"Sea Serpent","http://www.rcdb.com/./302.htm","Morey's Piers","http://www.rcdb.com/./4560.htm","1984","Sit Down","116","935","3","47","108","38.989470","-74.802754","USA"
"Serial Thriller","http://www.rcdb.com/./551.htm","Six Flags AstroWorld","http://www.rcdb.com/./4537.htm","1999","Inverted","109","2260","5","49.7","96","29.675574","-95.407033","USA"
"Shells Shuttle","http://www.rcdb.com/./4348.htm","Powerland","http://www.rcdb.com/./6337.htm","2009","Sit Down","0","1837","0","0","0","36.296709","120.393956",""
"Sidewinder","http://www.rcdb.com/./109.htm","Hersheypark","http://www.rcdb.com/./4545.htm","1991","Sit Down","116","935","3","47","108","40.290427","-76.654229","USA"
"Silver Streak","http://www.rcdb.com/./734.htm","Canada's Wonderland","http://www.rcdb.com/./4539.htm","2001","Inverted","48","1122","0","26","76","43.840556","-79.541874","Canada"
"Sky Coaster","http://www.rcdb.com/./1435.htm","Dream World","http://www.rcdb.com/./5053.htm","1994","Suspended","0","0","0","0","0","0","0","Thailand"
"Sky Mountain","http://www.rcdb.com/./8976.htm","Mirabilandia","http://www.rcdb.com/./5027.htm","2009","Inverted","191","1204","3","65.6","92","-8.032937","-34.873915","Brazil"
"Sky Rocket","http://www.rcdb.com/./2166.htm","Dreamworld","http://www.rcdb.com/./4938.htm","2002","Inverted","48","1122","0","26","90","-27.864086","153.314595","Australia"
"Snow Mountain Flying Dragon","http://www.rcdb.com/./1681.htm","Happy Valley","http://www.rcdb.com/./5166.htm","2002","Inverted","117","2202","4","54.9","92","22.546603","113.975510","Shenzhen Metro (深圳地铁)"
"Space Adventurer","http://www.rcdb.com/./1398.htm","Kumdori Land","http://www.rcdb.com/./5037.htm","1993","Sit Down","0","1099","0","0","65","0","0",""
"Spacely's Sprocket Rockets","http://www.rcdb.com/./488.htm","Six Flags Great America","http://www.rcdb.com/./4530.htm","1998","Sit Down","27","679","0","21.7","44","42.367594","-87.934012","USA"
"Space Mountain","http://www.rcdb.com/./1232.htm","Formosan Aboriginal Culture Village","http://www.rcdb.com/./4973.htm","1992","Sit Down","0","0","0","0","0","23.867610","120.947900","Taiwan"
"Space Mountain","http://www.rcdb.com/./1436.htm","Dream World","http://www.rcdb.com/./5053.htm","1994","Sit Down","0","0","0","0","0","0","0","Thailand"
"Space Mountain","http://www.rcdb.com/./1975.htm","Hong Kong Disneyland","http://www.rcdb.com/./5279.htm","2005","Sit Down","100","3450","0","0","150","22.311967","114.041669","China"
"Space Mountain: Mission 2","http://www.rcdb.com/./959.htm","Disneyland Paris - Disneyland Park","http://www.rcdb.com/./4864.htm","1995","Sit Down","105","3281","3","44","125","0","0","France"
"Space Shuttle","http://www.rcdb.com/./1228.htm","Enchanted Kingdom","http://www.rcdb.com/./4971.htm","1995","Sit Down","116","935","3","47","108","0","0","Philippines"
"Space Switchback","http://www.rcdb.com/./3218.htm","Oriental Pearl Tower","http://www.rcdb.com/./5802.htm","1996","Sit Down","0","0","0","0","0","31.241825","121.495019",""
"Speed of Sound","http://www.rcdb.com/./773.htm","Walibi Holland","http://www.rcdb.com/./4794.htm","2000","Sit Down","116","935","3","47","108","52.440316","5.762501","Netherlands"
"Speed Snake","http://www.rcdb.com/./1004.htm","Fort Fun Abenteuerland","http://www.rcdb.com/./4881.htm","1982","Sit Down","64","1148","2","37.3","60","51.314037","8.439453","Germany"
"Speeedy Gonzales","http://www.rcdb.com/./1460.htm","Wiener Prater","http://www.rcdb.com/./4926.htm","1985","Sit Down","56","1640","0","0","0","48.215960","16.399927","Austria"
"Star World Mountain","http://www.rcdb.com/./1154.htm","Beto Carrero World","http://www.rcdb.com/./4948.htm","-","Sit Down","75","2400","2","40","0","-26.802481","-48.614367","Brazil"
"Stealth","http://www.rcdb.com/./583.htm","California's Great America","http://www.rcdb.com/./4541.htm","2000","Flying","115","2766","5","51","110","37.395422","-121.972210","USA"
"Steel Lasso","http://www.rcdb.com/./4191.htm","Frontier City","http://www.rcdb.com/./4559.htm","2008","Inverted","49","965","0","30","0","35.584384","-97.441038","USA"
"Stinger","http://www.rcdb.com/./9849.htm","Dorney Park & Wildwater Kingdom","http://www.rcdb.com/./4588.htm","2012","Inverted","131","1013","3","50","90","40.579151","-75.531328","USA"
"Stingray","http://www.rcdb.com/./4124.htm","Giant Wheel Park of Suzhou","http://www.rcdb.com/./6252.htm","2009","Flying","103","1213","2","46.6","0","0","0","China"
"Stunt Fall","http://www.rcdb.com/./1369.htm","Parque Warner Madrid","http://www.rcdb.com/./5028.htm","2002","Inverted","191","1204","3","65.6","92","40.230000","-3.593060","Spain"
"Super Achtbaan","http://www.rcdb.com/./935.htm","Koningin Juliana Toren","http://www.rcdb.com/./4853.htm","1993","Sit Down","27","679","0","21.7","104","52.227020","5.915706","Netherlands"
"Super Manège","http://www.rcdb.com/./188.htm","La Ronde","http://www.rcdb.com/./4567.htm","1981","Sit Down","75","2400","2","40","0","45.523932","-73.535067","Canada"
"Supernova","http://www.rcdb.com/./1586.htm","World Expo Park","http://www.rcdb.com/./5119.htm","1988","Sit Down","0","0","0","0","0","-27.476473","153.018291",""
"Super Spirale","http://www.rcdb.com/./1364.htm","Movie Park Germany","http://www.rcdb.com/./4869.htm","1979","Sit Down","75","2400","2","40","0","51.622113","6.974398","Germany"
"Super Tornado","http://www.rcdb.com/./3701.htm","Mirabilandia","http://www.rcdb.com/./5027.htm","2008","Sit Down","64","1148","2","37.3","0","-8.032937","-34.873915","Brazil"
"Super Wirbel","http://www.rcdb.com/./976.htm","Holiday Park","http://www.rcdb.com/./4871.htm","1979","Sit Down","75","2400","2","40","85","49.318760","8.297578","Germany"
"Suspended Looping Coaster","http://www.rcdb.com/./1616.htm","Suzhou Amusement Land","http://www.rcdb.com/./5136.htm","2003","Inverted","101","2582","5","44.7","110","31.293991","120.541692","China"
"Svalbard Ekspressen","http://www.rcdb.com/./515.htm","Kongeparken","http://www.rcdb.com/./4725.htm","2000","Sit Down","27","679","0","21.7","44","58.778733","5.840694","Norway"
"Swamp Thing","http://www.rcdb.com/./1572.htm","Wild Adventures","http://www.rcdb.com/./4703.htm","2003","Inverted","48","1122","0","26","90","30.720735","-83.321879","USA"
"T2","http://www.rcdb.com/./175.htm","Kentucky Kingdom","http://www.rcdb.com/./4563.htm","1995","Inverted","101","2171","5","49.7","96","38.195000","-85.747583","USA"
"Tami-Tami","http://www.rcdb.com/./763.htm","PortAventura Park","http://www.rcdb.com/./4792.htm","1998","Sit Down","27","679","0","21.7","44","41.086791","1.156772","Spain"
"Tatilya Express","http://www.rcdb.com/./1085.htm","Tatilya","http://www.rcdb.com/./4923.htm","1996","Sit Down","0","0","0","0","0","41.009778","28.658611","Turkey"
"Temple of the Night Hawk","http://www.rcdb.com/./980.htm","Phantasialand","http://www.rcdb.com/./4872.htm","1988","Sit Down","38","3851","0","28.9","240","50.799764","6.880295","Germany"
"Terror Train","http://www.rcdb.com/./1084.htm","Planet FunFun","http://www.rcdb.com/./4922.htm","1991","Sit Down","64","1345","0","0","75","0","0","Finland"
"Thunderbolt","http://www.rcdb.com/./1349.htm","Aladdin's Kingdom","http://www.rcdb.com/./5022.htm","1994","Sit Down","116","935","3","47","108","25.352840","51.530637","Qatar"
"Thundercoaster","http://www.rcdb.com/./1042.htm","TusenFryd","http://www.rcdb.com/./4901.htm","2001","Sit Down","0","3116","0","57.8","120","59.748310","10.777652","Norway"
"Thunderhawk","http://www.rcdb.com/./489.htm","Geauga Lake & Wildwater Kingdom","http://www.rcdb.com/./4586.htm","1998","Inverted","109","2260","5","49.7","96","41.351273","-81.377310","USA"
"Thunderhawk","http://www.rcdb.com/./4053.htm","Michigan's Adventure","http://www.rcdb.com/./4578.htm","2008","Inverted","109","2260","5","49.7","96","43.344280","-86.279460","USA"
"Tidal Wave","http://www.rcdb.com/./300.htm","Trimper's Rides","http://www.rcdb.com/./4603.htm","1986","Sit Down","116","935","3","47","108","38.326802","-75.087926","USA"
"Tigor Mountain","http://www.rcdb.com/./3686.htm","Beto Carrero World","http://www.rcdb.com/./4948.htm","2007","Sit Down","0","0","0","0","0","-26.802481","-48.614367","Brazil"
"Titan","http://www.rcdb.com/./1587.htm","World Expo Park","http://www.rcdb.com/./5119.htm","1988","Sit Down","116","935","3","47","108","-27.476473","153.018291",""
"Titánide","http://www.rcdb.com/./1799.htm","Terra Mítica","http://www.rcdb.com/./4921.htm","2003","Inverted","109","2260","5","49.7","96","38.559534","-0.161769","Spain"
"Tornado","http://www.rcdb.com/./727.htm","Bosque Mágico","http://www.rcdb.com/./4781.htm","2001","Sit Down","64","1148","2","37.3","0","0","0",""
"Tornado","http://www.rcdb.com/./902.htm","Avonturenpark Hellendoorn","http://www.rcdb.com/./4841.htm","1990","Sit Down","82","1509","2","37.3","68","52.389771","6.435800","Netherlands"
"Tornado","http://www.rcdb.com/./923.htm","Walibi Belgium","http://www.rcdb.com/./4847.htm","1979","Sit Down","75","2400","2","40","0","50.699692","4.591384","Belgium"
"Tornado","http://www.rcdb.com/./1202.htm","Tokyo SummerLand","http://www.rcdb.com/./4964.htm","1986","Sit Down","72","1213","2","43.5","75","35.717833","139.273365","Japan"
"Tornado","http://www.rcdb.com/./3078.htm","Sommerland Syd","http://www.rcdb.com/./5064.htm","2005","Inverted","131","1013","3","50","90","54.963105","9.181180","Denmark"
"Traumatizer","http://www.rcdb.com/./805.htm","New Pleasureland Southport","http://www.rcdb.com/./4799.htm","1999","Inverted","109","2260","5","49.7","83","53.648642","-3.018289","UK"
"Triops","http://www.rcdb.com/./10341.htm","Bagatelle","http://www.rcdb.com/./4860.htm","2012","Inverted","131","1013","3","50","90","50.428527","1.601053","France"
"Twister","http://www.rcdb.com/./1363.htm","Jolly Roger Amusement Park","http://www.rcdb.com/./4749.htm","1987","Sit Down","75","2400","2","40","0","38.359343","-75.076663","USA"
"Two-Face: The Flip Side","http://www.rcdb.com/./545.htm","Six Flags America","http://www.rcdb.com/./4558.htm","1999","Inverted","131","1013","3","50","90","38.908403","-76.774392","USA"
"Vampire","http://www.rcdb.com/./174.htm","Kentucky Kingdom","http://www.rcdb.com/./4563.htm","1990","Sit Down","116","935","3","47","108","38.195000","-85.747583","USA"
"Vampire","http://www.rcdb.com/./922.htm","Walibi Belgium","http://www.rcdb.com/./4847.htm","1999","Inverted","109","2260","5","49.7","96","50.699692","4.591384","Belgium"
"Vapor Trail","http://www.rcdb.com/./487.htm","Sesame Place","http://www.rcdb.com/./4710.htm","1998","Sit Down","43","1300","0","27","180","40.184447","-74.871858","USA"
"Velocity","http://www.rcdb.com/./2949.htm","Flamingo Land Theme Park & Zoo","http://www.rcdb.com/./4804.htm","2005","Sit Down","57","2109","0","54","0","54.210500","-0.808800","UK"
"Vogel Rok","http://www.rcdb.com/./900.htm","Efteling","http://www.rcdb.com/./4839.htm","1998","Sit Down","82","0","0","40.4","93","51.650061","5.049784","Netherlands"
"Voltron","http://www.rcdb.com/./8806.htm","Galerías Primma","http://www.rcdb.com/./8805.htm","2010","Sit Down","0","1246","0","0","0","14.624282","-90.551366","Guatemala"
"Vortex","http://www.rcdb.com/./3715.htm","Siam Park City","http://www.rcdb.com/./5389.htm","2007","Inverted","101","2582","5","44.7","110","13.807451","100.696092","Thailand"
"Wally Whales Deep Dive Adventure","http://www.rcdb.com/./373.htm","Farglory Ocean Park","http://www.rcdb.com/./5183.htm","2002","Sit Down","27","679","0","21.7","44","23.901224","121.601207","Taiwan"
"Waly Coaster","http://www.rcdb.com/./940.htm","Walygator Parc","http://www.rcdb.com/./4855.htm","1989","Sit Down","0","0","3","0","75","49.227575","6.156592","France"
"Wervelwind","http://www.rcdb.com/./1109.htm","Bobbejaanland","http://www.rcdb.com/./4846.htm","1982","Sit Down","64","1148","2","37.3","0","51.200565","4.907928","Belgium"
"Whirlwind","http://www.rcdb.com/./144.htm","Playland Park","http://www.rcdb.com/./4584.htm","1984","Sit Down","64","1148","2","37.3","0","40.966565","-73.673565","USA"
"Whirlwind","http://www.rcdb.com/./145.htm","Knoebels Amusement Park & Resort","http://www.rcdb.com/./4557.htm","1993","Sit Down","64","1148","2","37.3","0","40.877950","-76.507290","USA"
"Whirlwind","http://www.rcdb.com/./1439.htm","Clacton Pier","http://www.rcdb.com/./4810.htm","1983","Sit Down","64","1148","2","37.3","0","51.785991","1.155447","UK"
"Whirl Wind Looping Coaster","http://www.rcdb.com/./2510.htm","Wonder Island","http://www.rcdb.com/./5489.htm","2003","Sit Down","64","1148","2","37.3","0","59.972780","30.253762","Russia"
"Wild Mouse","http://www.rcdb.com/./271.htm","Idlewild & SoakZone","http://www.rcdb.com/./4600.htm","1993","Sit Down","56","1640","0","0","0","40.260192","-79.280322","USA"
"Wipeout","http://www.rcdb.com/./3498.htm","Pleasurewood Hills","http://www.rcdb.com/./4818.htm","2007","Sit Down","116","935","3","47","108","52.507595","1.745808","UK"
"Woodstock Express","http://www.rcdb.com/./553.htm","Cedar Point","http://www.rcdb.com/./4529.htm","1999","Sit Down","42","1099","0","28.5","66","41.481972","-82.684565","USA"
"Woody Woodpecker's Nuthouse Coaster","http://www.rcdb.com/./563.htm","Universal Studios Florida","http://www.rcdb.com/./4736.htm","1999","Sit Down","27","679","0","21.7","44","28.478558","-81.468301","USA"
"X-Flight","http://www.rcdb.com/./920.htm","Geauga Lake & Wildwater Kingdom","http://www.rcdb.com/./4586.htm","2001","Flying","115","3340","5","50","130","41.351273","-81.377310","USA"
"X:\ No Way Out","http://www.rcdb.com/./846.htm","Thorpe Park","http://www.rcdb.com/./4814.htm","1996","Sit Down","41","1312","0","27.7","120","51.403675","-0.515153","UK"
"Xpress","http://www.rcdb.com/./769.htm","Walibi Holland","http://www.rcdb.com/./4794.htm","2000","Sit Down","84","3267","3","55.9","100","52.440316","5.762501","Netherlands"
"X-treme Coaster","http://www.rcdb.com/./2846.htm","X-Site Teen Amusement Center","http://www.rcdb.com/./5640.htm","1997 or later","Sit Down","0","1000","0","0","0","0","0",""
"Zoomerang","http://www.rcdb.com/./432.htm","Lake Compounce","http://www.rcdb.com/./4683.htm","1997","Sit Down","116","935","3","47","108","41.641638","-72.923287","USA"
